isbn13,isbn10,title,author,publisher,description
9780525619376,,STAR WARS: MASTER & APPRENTICE,Claudia Gray,Del Rey,The bond between Qui-Gon Jinn and Obi-Wan Kenobi is tested when they go on a mission to the royal court of Pijal.
9781524748210,,THE DEPARTMENT OF SENSITIVE CRIMES,Alexander McCall Smith,Pantheon,A quirky team of Swedish detectives take on bizarre and tricky cases.
9780593157534,,UPGRADE,Blake Crouch,Ballantine,Logan Ramsay’s genome has been hacked and he is the only person who can prevent this from happening to the public at large.
9781982182151,,RISING TIGER,Brad Thor,Atria/Emily Bestler,The 21st book in the Scot Harvath series. The American spy faces dangers on a mission in an unfamiliar culture.
9781984818843,,THE BEST IS YET TO COME,Debbie Macomber,Ballantine,"After the death of her twin brother, Hope starts a relationship with a former Marine."
9780062473271,,MICHAEL CRICHTON: THE ANDROMEDA EVOLUTION,Daniel H. Wilson,Harper,A team of experts is assembled to stop an evolving and potentially apocalyptic microbe.
9780062913463,,NOTHING TO SEE HERE,Kevin Wilson,Ecco,"Madison enlists her former boarding school roommate to look after her twin stepchildren, who burst into flames when agitated."
9781250140302,,THE WARSAW PROTOCOL,Steve Berry,Minotaur,The 15th book in the Cotton Malone series. The balance of power in Europe is imperiled.
9781496718891,,COCONUT LAYER CAKE MURDER,Joanne Fluke,Kensington,The bakery owner Hannah Swensen’s sister’s boyfriend is accused of murder.
9781400069606,,APEIROGON,Colum McCann,Random House,A bond forms between a Palestinian man and an Israeli man when they both lose a daughter.
9781101985816,,JUDGMENT,Joseph Finder,Dutton,"Juliana Brody, a judge in the Superior Court of Massachusetts, has a one-night stand that might be her undoing."
9781250120427,,OUT OF THE DARK,Gregg Hurwitz,Minotaur,The fourth book in the Orphan X series.
9780593188132,,TOM CLANCY: TARGET ACQUIRED,Don Bentley,Putnam,A cushy assignment to help the C.I.A. puts Jack Ryan Jr. in the sights of trained killers.
9780316362481,,THE SWEETNESS OF WATER,Nathan Harris,"Little, Brown",Two brothers freed by the Emancipation Proclamation hope to reunite with their mother while the forbidden romance between two Confederate soldiers causes chaos.
9781250161567,,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.
9780399179266,,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.
9780525522478,,DEPTH OF WINTER,Craig Johnson,Viking,Sheriff Longmire takes on the head of a drug cartel in a remote area of the northern Mexican desert.
9781328613042,,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien."
9780451490087,,DARK SENTINEL,Christine Feehan,Berkley,The 32nd book in the Carpathian series. Andor Katona tries to convince Lorraine Peters of their immortal bond.
9780062688590,,TIMELESS,R.A. Salvatore,Harper Voyager,Zaknafein and Drizzt must overcome their differences to protect their loved ones.
9780062657572,,FIELD OF BONES,J.A. Jance,Morrow,Sherriff Joanna Brady oversees the complex investigation of a multiple homicide.
9780063391086,,WICKED,Gregory Maguire,Morrow,A misunderstood girl named Elphaba is declared a witch; the basis of the musical and the film. (Collector's edition.)
9781982147310,,THE LAST TO VANISH,Megan Miranda,Marysue Rucci/Scribner,The manager of a resort in the mountains of North Carolina looks into unsolved disappearances.
9780593321447,,SEA OF TRANQUILITY,Emily St,Knopf,A detective investigating in the wilderness discovers that his actions might affect the timeline of the universe.
9780593599860,,A CURSE CARVED IN BONE,Danielle L. Jensen,Del Rey,"The second book in the Saga of the Unfated series. As war seems imminent, Freya fights a battle within herself."
9781649378514,,SHIELD OF SPARROWS,Devney Perry,Red Tower,"A princess deals with various adversaries as she moves into the role she chooses for herself, not the one chosen for her."
9781250880055,,THE DEVILS,Joe Abercrombie,Tor,"Brother Diaz, who is assigned to a new flock consisting of monsters and murderers, embarks on an arduous journey."
9781668077108,,I HOPE YOU REMEMBER,Josie Balka,Simon Element,A collection of poems expressing universal emotions and events.
9780593320945,,FEVER BEACH,Carl Hiaasen,Knopf,A divorced climate warrior and a transplanted Floridian residing with a Proud Boys reject get involved in a dark money mystery.
9780593956014,,THE EYE OF THE BEDLAM BRIDE,Matt Dinniman,Ace,"The sixth book in the Dungeon Crawler Carl series. On the eighth floor, Carl and Donut must capture a lethal monster."
9780593875469,,SILVER ELITE,Dani Francis,Del Rey,"Wren Darlington winds up in the elite training program of her enemy and finds it hard to resist their commanding officer, Cross Redden."
9780593726983,,THE MISSING HALF,Ashley Flowers with Alex Kiester,Bantam,"Years after their sisters went missing in a similar way, Nicole Monroe and Jenna Connor team up to search for them."
9798874620936,,THE PERFECT DIVORCE,Jeneva Rose,Blackstone,"Around the time of the disappearance of a woman who had a one-night stand with the attorney Sarah Morgan’s new husband, police reopen the investigation into the murder of her first husband’s mistress."
9780316569774,,25 ALIVE,James Patterson and Maxine Paetro,"Little, Brown",The 25th book in the Women’s Murder Club series. Lindsay Boxer’s former partner is the victim at a crime scene.
9781538742051,,STRANGERS IN TIME,David Baldacci,Grand Central,"In London in 1944, two teenagers dealing with the dangers of World War II form an alliance with a bookshop owner."
9780063344853,,SHADOW OF THE SOLSTICE,Anne Hillerman,Harper,"The 10th book in the Leaphorn, Chee & Manuelito series. A scheme exploiting Indigenous people intersects with other investigations."
9781250339942,,FIREBIRD,Juliette Cross,Bramble,A Roman general who can transform into a dragon and a Dacian dancer discover that their love may bring about pain.
9781982112790,,THE WINNERS,Fredrik Backman,Atria,The third book in the Beartown series. Rivalries between two hockey-obsessed towns escalate into violence off the ice.
9780316460910,,ENDLESS SUMMER,Elin Hilderbrand,"Little, Brown",A collection of nine stories set during summers in Nantucket.
9781250766960,,TREASURE STATE,C.J. Box,Minotaur,The sixth book in the Cassie Dewell series. Cassie works two cases involving buried treasure and a con man.
9780593321706,,THE WHALEBONE THEATRE,Joanna Quinn,Knopf,"In 1928, an orphan and her family create a theater from the rib cage of a whale, which should be the property of the king."
9781101885994,,THE WINTER OF THE WITCH,Katherine Arden,Del Rey,The final book of the Winternight trilogy. The fate of two worlds depends on a girl who seeks to forge her own path.
9780765325594,,THROUGH FIERY TRIALS,David Weber,Tor,The 10th book in the Safehold series. A temporary peace gives way as international alliances change.
9780525539674,,WHAT HAPPENED TO THE BENNETTS,Lisa Scottoline,Putnam,A brush with members of a drug-trafficking organization ushers a suburban family to go into the witness protection program.
9780062943514,,THE DIAMOND EYE,Kate Quinn,Morrow,"In 1937 Ukraine, a history student transforms into a hunter of Nazis known as Lady Death and is sent to America on a goodwill tour."
9780593356159,,THE MAID,Nita Prose,Ballantine,"When a wealthy man is found dead in his room, a maid at the Regency Grand Hotel becomes a lead suspect."
9781957568782,,BORN OF BLOOD AND ASH,Jennifer L. Armentrout,Blue Box,The fourth book in the Flesh and Fire series. Sera and Nyktos must prevent Kolis from destroying the realms.
9781538765708,,ANGEL OF VENGEANCE,Douglas Preston and Lincoln Child,Grand Central,The 22nd book in the Agent Pendergast series. A serial killer in Manhattan seems poised to outmaneuver Pendergast and Greene.
9780593498613,,JOY,Danielle Steel,Delacorte,A book editor recognizes the trauma incurred by her partner during his military deployments and seeks to restore her sense of self.
9780063383616,,OFFER FROM A GENTLEMAN AND ROMANCING MR. BRIDGERTON,Julia Quinn,Avon,The second book in the Bridgerton Collector’s Edition series.
9781250358936,,THE COVEN,Harper L. Woods,Bramble,"At Hollow’s Grove University, a school for magic that suffered a bloody massacre decades ago, 13 gifted students confront ghosts from the school’s past."
9781982182236,,SHADOW OF DOUBT,Brad Thor,Atria/Emily Bestler,"The 23rd book in the Scot Harvath series. A mess of trouble involving double agents, international intrigue and a potential global firestorm forces Harvath to choose between his country and his conscience."
9780316576796,,WORST CASE SCENARIO,T.J. Newman,"Little, Brown","When a commercial airliner crashes into a nuclear power plant, firefighters, plant employees and nearby citizens go into action."
9780593722565,,LADY MACBETH,Ava Reid,Del Rey,"A reimagining of Shakespeare’s “Macbeth,” which centers the story on Lady Macbeth."
9780316569910,,HARD TO KILL,James Patterson and Mike Lupica,"Little, Brown",The second book in the Jane Smith series. A double triple homicide complicates matters for Smith.
9781984821928,,HAPPINESS,Danielle Steel,Delacorte,A best-selling author inherits an estate near London from her uncle and contemplates embracing a new identity.
9780062458711,,FALL; OR DODGE IN HELL,Neal Stephenson,Morrow,A dead multibillionaire’s brain is scanned and turned back on at a time when humans live as digital souls.
9780062861214,,QUEEN BEE,Dorothea Benton Frank,Morrow,"A beekeeper’s quiet life is unsettled by her demanding mother, outgoing sister and neighboring widower."
9780735219168,,SKIN GAME,Stuart Woods and Parnell Hall,Putnam,The third book in the Teddy Fay series. Teddy Fay scours Paris’s underworld to find a treasonous criminal.
9780062834300,,SEARCHING FOR SYLVIE LEE,Jean Kwok,Morrow,"An immigrant Chinese family’s secrets emerge as Amy looks for her older sister, who vanished after flying to the Netherlands."
9781982106980,,"ASK AGAIN, YES",Mary Beth Keane,Scribner,The lives of neighboring families in a New York City suburb intertwine over four decades.
9781947793309,,MOSTLY DEAD THINGS,Kristen Arnett,Tin House,"After her father commits suicide, Jessa-Lynn Morton is forced to engage with her family's eccentricities and taxidermy business."
9780399583346,,THE FRIENDS WE KEEP,Jane Green,Berkley,A 30th reunion between three college friends reveals shattered hopes and a dark secret.
9781250274618,,THE CHRISTIE AFFAIR,Nina de Gramont,St. Martin's,Miss Nan O’Dea becomes the mistress of Agatha Christie’s husband.
9781250278210,,ABANDONED IN DEATH,J.D. Robb,St. Martin's,The 54th book of the In Death series. Eve Dallas investigates a homicide and the disappearance of other women who resemble that victim.
9780063010062,,NOTHING TO LOSE,J.A. Jance,Morrow,The 25th book in the J.P. Beaumont series. Beaumont tracks a missing person in wintertime Alaska.
9781496736086,,CARAMEL PECAN ROLL MURDER,Joanne Fluke,Kensington Cozies,The 28th book in the Hannah Swensen mystery series. A TV show host turns up dead at a fishing competition.
9780593358337,,BLACK CAKE,Charmaine Wilkerson,Ballantine,Eleanor Bennett’s inheritance for her two children challenges what they knew about their lineage and identity.
9780316435581,,TROUBLES IN PARADISE,Elin Hilderbrand,"Little, Brown",The final installment of the trilogy that includes “Winter in Paradise” and “What Happens in Paradise.”
9781982164553,,THE SILENCE,Don DeLillo,Scribner,The severing of digital connections transforms a dinner gathering in Manhattan on Super Bowl Sunday in 2022.
9780399178542,,THE LAST DRUID,Terry Brooks,Del Rey,The fourth book in the Fall of Shannara series.
9781982108847,,MAGIC LESSONS,Alice Hoffman,Simon & Schuster,"In a prequel to “Practical Magic,” Maria Owens invokes a curse that will haunt her family in Salem, Mass."
9781250890436,,THE BONES BENEATH MY SKIN,TJ Klune,Tor,"In 1995, a hapless journalist must protect a girl from forces that seek to control her."
9780778387794,,LAST TWILIGHT IN PARIS,Pam Jenoff,Park Row,"In 1953, a woman goes to Paris to uncover the truth about the death of her friend during World War II."
9780593851265,,THIS IS A LOVE STORY,Jessica Soffer,Dutton,"Told from different points of view, the 50-year relationship between Abe and Jane is brought to life."
9780593977156,,DRAGONLANCE CHRONICLES,Margaret Weis and Tracy Hickman,Random House Worlds,"Collects the novels “Dragons of Autumn Twilight,” “Dragons of Winter Night” and “Dragons of Spring Dawning.”"
9780593497692,,OPEN SEASON,Jonathan Kellerman,Ballantine,The 40th book in the Alex Delaware series. Delaware and Sturgis try to get to the bottom of a series of murders in Hollywood.
9780062834867,,THE CELLIST,Daniel Silva,HarperCollins,The 21st book in the Gabriel Allon series. A private intelligence service plans an act of violence that will aid Russia and divide America.
9781984818782,,IT'S BETTER THIS WAY,Debbie Macomber,Ballantine,Julia Jones begins a new life after discovering her husband’s infidelity almost six years ago.
9781984821430,,NINE LIVES,Danielle Steel,Delacorte,"After tragedy upsets her stable family life, Maggie must decide if she will take a risk with a thrill seeker."
9781982177881,,FALLING,T.J. Newman,Avid Reader,A kidnapper demands that a pilot crash his plane with 144 passengers onboard to save his family.
9780593201237,,THE FINAL GIRL SUPPORT GROUP,Grady Hendrix,‎Berkley,"At a gathering that has taken place for more than a decade, women who survived unthinkable ordeals worry about a missing member."
9781250337320,,EMPIRE OF THE DAMNED,Jay Kristoff,St. Martin’s,The second book of the Empire of the Vampire series. Gabriel de León is tasked with taking the Holy Grail to the ancients of the Blood Esani.
9780593493434,,THE HUNTER,Tana French,Viking,The life that a Chicago P.D. retiree has built in Ireland with a local woman and her daughter comes under threat.
9780593498408,,NEVER TOO LATE,Danielle Steel,Delacorte,A widow makes a fresh start in New York City and connects with her movie-star neighbor as they help others after a crisis.
9781538765067,,STILL SEE YOU EVERYWHERE,Lisa Gardner,Grand Central,"The third book in the Frankie Elkin series. Frankie must find the sister, who was kidnapped over a decade ago, of a serial killer on death row."
9780593801994,,UNTIL AUGUST,Gabriel García Márquez,Knopf,"Every August, Ana Magdalena Bach travels to the island where her mother is buried and takes a lover for one night. Translated by Anne McLean."
9780765391193,,THE LOST METAL,Brandon Sanderson,Tor,The seventh book in the Mistborn series. The fate of millions depends on a decision by the frontier lawman turned big-city senator Waxillium Ladrian.
9781250370822,,FRAMED IN DEATH,J.D. Robb,St. Martin's,The 61st book of the In Death series. Eve Dallas investigates the murder of a woman found in the doorway of two gallery owners' home.
9781641297264,,CLOWN TOWN,Mick Herron,Soho Crime,The ninth book in the Slough House series. Lessons from old spies may come to bear as the ugly side of state security is threatened with exposure.
9781982179960,,LOVER FORBIDDEN,J.R. Ward,Gallery,The 23rd book in the Black Dagger Brotherhood series. Devlin’s secret may sour Lyric’s new zest for life.
9780593853566,,CLIVE CUSSLER: THE IRON STORM,Jack Du Brul,Putnam,"The 15th book in the Isaac Bell series. During the Great War, evil forces want to take the fight to the streets of the United States."
9781250373359,,WILD REVERENCE,Rebecca Ross,Saturday,"In a novel written for adults that is set in the world of “Divine Rivals,” a goddess named Matilda is faced with making a great sacrifice."
9780316570039,,BILLION-DOLLAR RANSOM,James Patterson and Duane Swierczynski,"Little, Brown",Five members of a billionaire’s family are simultaneously kidnapped.
9780593642573,,PLAY NICE,Rachel Harrison,Berkley,"After their mother’s death, Clio and her sisters inherit a house they were told was occupied by a demon."
9781538751947,,THICK AS THIEVES,Sandra Brown,Grand Central,Arden Maxwell returns home to uncover the truth about her father’s involvement in a heist that went wrong 20 years ago.
9781524733452,,SQUEEZE ME,Carl Hiaasen,Knopf,"A dead dowager, hungry pythons and occupants of the winter White House shake up the Palm Beach charity ball season."
9780399179655,,ROYAL,Danielle Steel,Delacorte,"In 1943, the 17-year-old Princess Charlotte assumes a new identity in the country and falls in love."
9780062356345,,THE EXILES,Christina Baker Kline,Custom House,Three young women are sent to the fledgling British penal colony of Australia in the 1840s.
9781984821461,,FINDING ASHLEY,Danielle Steel,Delacorte,"Two estranged sisters, one a former best-selling author, the other a nun, reconnect as one searches for the child the other gave up."
9781250256966,,THE NEWCOMER,Mary Kay Andrews,St. Martin's,"After discovering her sister dead, Letty Carnahan drives away with her niece and finds potential trouble with a police detective at a Florida motel."
9780062994172,,SUMMER ON THE BLUFFS,Sunny Hostin,Morrow,Amelia Vaux Tanner plans to give a cottage in a Black beach community to one of her three favorite guests.
9780385542432,,HOUR OF THE WITCH,Chris Bohjalian,Doubleday,"In 1662 Boston, a young Puritan woman seeks to escape from a cruel husband and rumors that might mean her death."
9780525656975,,GREAT CIRCLE,Maggie Shipstead,Knopf,An actress immerses herself in the role of a pioneering woman aviator who disappeared in Antarctica.
9781538743164,,UNNATURAL DEATH,Patricia Cornwell,Grand Central,The 27th book in the Kay Scarpetta series. Scarpetta must discover the murderer of two campers who were wanted by federal law enforcement.
9781649378538,,THE THINGS GODS BREAK,Abigail Owen,Red Tower,The second book in the Crucible series. Escaping Tartarus demands overcoming trials and breaking rules.
9780062200600,,KING SORROW,Joe Hill,Morrow,"After a college student is forced to steal rare books, his friends summon a dragon to help him, but find themselves in worse trouble."
9781400354764,,THE CHRISTMAS RING,Karen Kingsbury,Thomas Nelson,The search for an heirloom ring is the catalyst for a military widow and an antiques dealer to become romantically involved; the basis of the movie.
9781524796402,,SUNFLOWER SISTERS,Martha Hall Kelly,Ballantine,"During the Civil War, sisters Georgeanna and Eliza join the war effort together while sisters Jemma and Patience are enslaved on separate plantations."
9781250776686,,OF WOMEN AND SALT,Gabriela Garcia,Flatiron,"Jeanette, the daughter of a Cuban immigrant, takes in the daughter of a neighbor detained by ICE and seeks to learn about her own family history."
9781982154875,,GAME ON,Janet Evanovich,Atria,The 28th book in the Stephanie Plum series. Diesel and Stephanie track the international computer hacker Oswald Wednesday.
9781984818508,,BETTER OFF DEAD,Lee Child and Andrew Child,Delacorte,The 26th book in the Jack Reacher series. Reacher helps an F.B.I. agent look for her missing brother and takes on a foe named Dendoncker.
9781984855121,,OUR COUNTRY FRIENDS,Gary Shteyngart,Random House,Betrayals emerge and romances develop when eight friends wait out the pandemic in a country house.
9780525541998,,THE FAMILY,Naomi Krupitsky,Putnam,"A rift grows between Sofia Colicchio and Antonia Russo, two daughters of the Italian Mafia, as they enter adulthood in Brooklyn."
9780062844132,,ALICE ISN'T DEAD,Joseph Fink,Harper Perennial,Keisha Taylor takes a job as a long-haul truck driver to search for her missing wife.
9781982182274,,EDGE OF HONOR,Brad Thor,Atria/Emily Bestler,The 24th book in the Scot Harvath series. Harvath goes after a cabal of shadowy elites.
9780593874264,,TUSK LOVE,Thea Guanzon,Random House Worlds,The romance developing between the daughter of a merchant and a half-orc may change the course of their lives.
9781668076187,,A FORBIDDEN ALCHEMY,Stacey McEwan,Saga,"As war looms, Nina Harrow must make a fate-altering choice between a Craftsman and an Artisan."
9780593498736,,A MOTHER'S LOVE,Danielle Steel,Delacorte,"After her handbag is stolen during a trip to Paris, a best-selling author with a traumatic past determines not to be a victim."
9781984820983,,THRAWN: TREASON,Timothy Zahn,Del Rey,A Star Wars saga. Grand Admiral Thrawn must choose between his sense of duty to the Chiss Ascendancy and loyalty to the Empire.
9780399181337,,WINDOW ON THE BAY,Debbie Macomber,Ballantine,A single mom’s life takes unexpected turns when her two children go off to college.
9780062390011,,LADY IN THE LAKE,Laura Lippman,Morrow,"In 1966, a housewife becomes a reporter and investigates the killing of a black woman in Baltimore."
9780399179297,,BEAUCHAMP HALL,Danielle Steel,Delacorte,Winona Farmington leaves behind the disappointments in her Michigan hometown to visit the English town where her favorite television show is filmed.
9780316499774,,THE HORSEWOMAN,James Patterson and Mike Lupica,"Little, Brown","As the Paris Olympics draw near, a mother and daughter, who are champion horse riders, compete against each other."
9780374212230,,DEVIL HOUSE,John Darnielle,MCD,A crime writer re-examines his work after moving into a house where a pair of briefly notorious murders took place.
9780593496206,,VIOLETA,Isabel Allende,Ballantine,A woman whose life spans 100 years recounts personal and historical events through letters to someone she loves.
9780593184011,,THE MAGNOLIA PALACE,Fiona Davis,Dutton,An English model stumbles upon messages that might uncover the truth behind a decades-old murder in the Frick family.
9780593185414,,ONE STEP TOO FAR,Lisa Gardner,Dutton,The second book in the Frankie Elkin series. Frankie searches for a young man who went missing during a bachelor party camping trip.
9780316435574,,WHAT HAPPENS IN PARADISE,Elin Hilderbrand,"Little, Brown","In the sequel to ""Winter in Paradise,"" Irene Steele visits the island of St. John to get to the bottom of the mysterious life and death of her husband."
9780399179501,,CHILD'S PLAY,Danielle Steel,Delacorte,A prestigious New York lawyer learns that the life she constructed for her children and herself isn't exactly what she thought it was.
9780525618522,,THE MUSEUM OF DESIRE,Jonathan Kellerman,Ballantine,The 35th book in the Alex Delaware series. Four unrelated victims are found slaughtered in a limousine.
9781524746025,,THE GIRL WITH THE LOUDING VOICE,Abi Daré,Dutton,"A 14-year-old Nigerian girl, who is sold as a wife then as a servant, resolves to speak for herself and others."
9781524745004,,WHEN YOU SEE ME,Lisa Gardner,Dutton,D.D. Warren and Flora Dane join the F.B.I. agent Kimberly Quincy’s taskforce.
9781649375704,,HEAVENBREAKER,Sara Wolf,Red Tower,A giant machine left over from the war has something unstoppable in it.
9780593422878,,TOM CLANCY: ACT OF DEFIANCE,Brian Andrews and Jeffrey Wilson,Putnam,"The 24th book in the Jack Ryan series. Four decades after dealing with the Soviet submarine Red October, President Ryan takes on a new Russian vessel headed for the east coast."
9780385546294,,LIES AND WEDDINGS,Kevin Kwan,Doubleday,"After his family’s trust fizzles, Rufus goes to his sister’s wedding to find an heiress but a volcanic eruption and a hot mic scorch his plans."
9780593328682,,THE INVESTIGATOR,John Sandford,Putnam,"Letty Davenport, the adopted daughter of Lucas Davenport, looks into oil thefts in Texas."
9780062908360,,THE SACRED BRIDGE,Anne Hillerman,Harper,Chee seeks to solve a mystery that eluded Leaphorn decades ago while Manuelito gets into a life-threatening situation.
9780593300237,,TIME IS A MOTHER,Ocean Vuong,Penguin Press,A second collection of poems by the MacArthur fellow and author of “On Earth We’re Briefly Gorgeous.”
9781476716763,,THE CANDY HOUSE,Jennifer Egan,Scribner,"In a follow-up to “A Visit From the Goon Squad,” a new technology gives the potential to save and share every memory one has ever had."
9780593498439,,ONLY THE BRAVE,Danielle Steel,Delacorte,"In World War II Germany, Sophia Alexander joins the resistance and faces several kinds of loss of family members."
9780593537251,,REAL AMERICANS,Rachel Khong,Knopf,"Three generations of a Chinese American family deal with race, class and secrets."
9780593498675,,FAR FROM HOME,Danielle Steel,Delacorte,A woman whose husband was killed after a failed attempt to assassinate Hitler hides out in Normandy under an assumed name.
9781538742983,,BLOOD MOON,Sandra Brown,Grand Central,The producer of a true crime TV series enlists the help of a detective to look into the disappearances of several teenage girls.
9780525620020,,THE RAGPICKER KING,Cassandra Clare,Del Rey,The second book in the Chronicles of Castellane series. An underworld criminal holds clues to the massacre at the royal palace.
9780063415843,,WHEN THE MOON HATCHED,Sarah A. Parker,Avon,An assassin named Raeve is imprisoned by the Guild of Nobles and encounters someone who seems oddly familiar.
9780593817414,,BEACH READ,Emily Henry,Berkley,A relationship develops between a literary fiction author and a romance novelist as they both try to overcome writer’s block.
9780063277052,,THE MIGHTY RED,Louise Erdrich,Harper,"In Argus, N.D., people experience the delicate connections of the climate, the economy, spirituality and one another."
9780593498552,,TRIANGLE,Danielle Steel,Delacorte,A woman who runs an art gallery in Paris falls for a publisher who is married and reconnects with an old college boyfriend.
9781250289469,,A SONG TO DROWN RIVERS,Ann Liang,St. Martin's,A beautiful woman is trained in deception to get inside the enemy palace.
9780063112193,,AUTOPSY,Patricia Cornwell,Morrow,The 25th book in the Kay Scarpetta series. Scarpetta investigates crime scenes in Virginia and outer space.
9780316485647,,THE DARK HOURS,Michael Connelly,"Little, Brown","A death on New Year’s Eve, an unsolved murder and a hunt for serial rapists bring Bosch and Ballard back together."
9781335474735,,BLOOD OF HERCULES,Jasmine Mas,Canary Street,A reimagining of the story of Hercules in which the protagonist is forced to attend the Spartan War Academy.
9780593955994,,THE BUTCHER'S MASQUERADE,Matt Dinniman,Ace,"The fifth book in the Dungeon Crawler Carl series. The action moves to the sixth floor, which is known as the Hunting Grounds."
9781649377524,,THE NEVER LIST,Jade Presley,Red Tower,Four immortal god-princes try to make Rylee Gray fall for all of them to prevent the kingdom of Lumathyst from falling into ruin.
9780063342446,,THE GRIFFIN SISTERS' GREATEST HITS,Jennifer Weiner,Morrow,"Two decades after a pop duo broke up, facets of their familial and working relationships are seen in a different light."
9780399178955,,THE LIES THAT BIND,Emily Giffin,Ballantine,"When the new man in her life disappears on 9/11, the budding reporter Cecily Gardner questions what she knew about him."
9781250207104,,HIDEAWAY,Nora Roberts,St. Martin's,"A child star escapes her abductors, gathers herself in western Ireland and returns to Hollywood."
9780525658696,,A BURNING,Megha Majumdar,Knopf,"Jivan, PT Sir and Lovely seek to improve their circumstances within the complexity of contemporary Indian life."
9780778309451,,THE HENNA ARTIST,Alka Joshi,MIRA,"In 1950s Jaipur, a young woman who escaped an abusive marriage and started a new life is confronted by her husband."
9780062434029,,SHAKESPEARE FOR SQUIRRELS,Christopher Moore,Morrow,"When the Duke orders his death, Pocket of Dog Snogging escapes to the woods where he works to become the fairy king’s replacement fool."
9781728247595,,THE LIES I TELL,Julie Clark,Sourcebooks Landmark,A woman hoping to take down a con artist finds that her assumptions about her begin to fall apart in the process.
9780593498378,,UPSIDE DOWN,Danielle Steel,Delacorte,"When they encounter strains in their romantic relationships, a Hollywood actress and her plastic surgeon daughter seek solace in each other."
9780062913265,,VALENTINE,Elizabeth Wetmore,Harper,A Texas town on the verge of an oil boom in 1976 becomes divided when a teenage girl is brutally attacked.
9780316428163,,TEXAS OUTLAW,James Patterson and Andrew Bourelle,"Little, Brown",A Texas Ranger goes to a small town to investigate whether an accidental death was actually a murder.
9780358164081,,CHOSEN ONES,Veronica Roth,John Joseph Adams/Houghton Mifflin Harcourt,A funeral reunites a group of teens who saved the world from an evil force a decade ago.
9781683691433,,THE SOUTHERN BOOK CLUB'S GUIDE TO SLAYING VAMPIRES,Grady Hendrix,Quirk,"After being attacked by an elderly neighbor, Patricia Campbell suspects more trouble is at hand in the form of her attacker's handsome nephew."
9781668011836,,THE SECRET BOOK OF FLORA LEA,Patti Callahan Henry,Atria,"When an illustrated book offering potential clues arrives years after World War II, a woman in London delves into her past."
9780316406208,,THINGS I WISH I TOLD MY MOTHER,Susan Patterson and Susan DiLallo with James Patterson,"Little, Brown",Secrets and hopes get unpacked when a mother and daughter vacation together in Paris.
9781250854117,,NONA THE NINTH,Tamsyn Muir,Tordotcom,"Six months after waking up in a stranger’s body, Nona is torn between living an ordinary life or saving those around her from strange forces."
9780593535202,,LESSONS,Ian McEwan,Knopf,Roland Baines looks back at his personal regrets and the historical upheavals in his lifetime.
9781250843937,,DAISY DARKER,Alice Feeney,Flatiron,A family reunion on a tidal island turns deadly as the characters are isolated by a storm and killed one by one.
9780063294189,,BABEL,R.F. Kuang,Harper Voyager,"In 1828, Robin Swift studies at Oxford University’s Royal Institute of Translation and faces a choice when Britain pursues a war with China."
9780062858115,,"GIRL, FORGOTTEN",Karin Slaughter,Morrow,U.S. Marshal Andrea Oliver goes to Longbill Beach to protect a judge and winds up investigating a cold case from 1982.
9781250202031,,YOU ARE NOT ALONE,Greer Hendricks and Sarah Pekkanen,St. Martin's,Shay Miller’s bad luck may get even worse when she meets a pair of sisters who always get what they want.
9780802148537,,WRITERS & LOVERS,Lily King,Grove,Casey Peabody goes through a big life transition as she tries to maintain a creative life.
9780062671189,,THE NIGHT WATCHMAN,Louise Erdrich,Harper,"As a bill that may hurt the rights of Native Americans goes to Congress in 1953, domestic issues arise for plant workers near the Turtle Mountain Reservation in North Dakota."
9780399181894,,THE JETSETTERS,Amanda Eyre Ward,Ballantine,Old pains are unpacked as the fractured Perkins family goes on a trip through Europe.
9781250252708,,RAZORBLADE TEARS,S.A. Cosby,Flatiron,"Two ex-cons must overcome their prejudices about their sons, who were married to each other, to team up and exact revenge on whoever murdered them."
9780525520139,,CHERRY,Nico Walker,Knopf,An Iraq veteran and his girlfriend consider taking desperate measures after getting addicted to opioids.
9781957568423,,A SOUL OF ASH AND BLOOD,Jennifer L. Armentrout,Blue Box,The fifth book in the Blood and Ash series. The love between Poppy and Casteel faces new challenges.
9781668000229,,IMMORTAL LONGINGS,Chloe Gong,Gallery/Saga,The first book in the Flesh & False Gods series. Princess Calla Tuoleimi wants to take down the monarchy.
9780316580946,,THRONE OF SECRETS,Kerri Maniscalco,"Little, Brown","The second book in the Prince of Sin series. As danger grows, the Prince of Gluttony and a journalist turn to each other."
9780063396524,,THE BLUE HOUR,Paula Hawkins,Mariner,"After a discovery is made in a London art gallery, a woman living alone on an island that once was the home of a famous artist gets a visitor."
9780593873359,,BLOOD OVER BRIGHT HAVEN,M.L. Wang,Del Rey,The first woman admitted to the High Magistry at the University of Magics and Industry is partnered with a janitor who has an unexpected past.
9781250342782,,LEGENDS & LATTES,Travis Baldree,Tor,An orc walks away from fighting battles and opens a coffee shop.
